timestamp(America/Toronto),score,temp,humid,co2,voc,pm25
2021-04-23 17:50:00,90.0,22.2,27.3,474.9,74.1,2.5
2021-04-23 17:55:00,90.0,22.2,27.3,472.1,74.5,2.3
2021-04-23 18:00:00,90.0,22.2,27.3,472.3,76.9,2.4
2021-04-23 18:05:00,90.0,22.2,27.3,470.5,75.5,2.4
2021-04-23 18:10:00,90.0,22.2,27.5,471.1,82.4,2.5
2021-04-23 18:15:00,89.7,22.3,28.4,522.4,102.0,2.4
2021-04-23 18:20:00,88.8,22.4,28.6,574.0,106.4,2.6
2021-04-23 18:25:00,88.9,22.4,28.5,570.6,102.1,2.3
2021-04-23 18:30:00,89.0,22.5,28.4,550.8,103.3,2.6
2021-04-23 18:35:00,89.6,22.5,28.3,534.8,102.8,2.8
2021-04-23 18:40:00,90.0,22.5,28.2,523.6,100.9,2.8
2021-04-23 18:45:00,90.0,22.6,28.1,512.1,103.9,3.2
2021-04-23 18:50:00,90.0,22.6,28.2,506.0,109.0,3.0
2021-04-23 18:55:00,90.0,22.6,28.1,495.3,111.7,3.2
2021-04-23 19:00:00,90.0,22.6,28.1,488.2,109.1,2.8
2021-04-23 19:05:00,90.0,22.6,28.0,481.0,108.6,2.7
2021-04-23 19:10:00,90.0,22.6,28.1,478.6,112.5,2.7
2021-04-23 19:15:00,90.0,22.6,28.2,477.9,115.8,2.6
2021-04-23 19:20:00,90.0,22.6,28.2,481.9,117.0,2.6
2021-04-23 19:25:00,90.0,22.6,28.1,475.0,116.6,2.6
2021-04-23 19:30:00,90.0,22.6,28.1,470.2,115.7,2.5
2021-04-23 19:35:00,90.0,22.6,28.1,463.5,114.7,2.6
2021-04-23 19:40:00,90.0,22.6,28.1,466.0,115.5,2.5
2021-04-23 19:45:00,90.0,22.5,28.0,466.4,118.1,2.6
2021-04-23 19:50:00,90.0,22.5,28.1,476.9,120.1,2.8
2021-04-23 19:55:00,89.9,22.5,28.3,502.5,135.0,6.3
2021-04-23 20:00:00,88.9,22.5,28.6,538.9,158.2,10.7
2021-04-23 20:05:00,87.8,22.5,32.6,574.4,203.1,14.0
2021-04-23 20:10:00,89.0,22.5,37.5,626.5,241.9,15.3
2021-04-23 20:15:00,87.1,22.5,35.9,632.4,243.7,15.7
2021-04-23 20:20:00,84.9,22.5,34.7,637.6,281.5,16.9
2021-04-23 20:25:00,84.1,22.5,34.3,654.8,315.5,17.2
2021-04-23 20:30:00,83.8,22.5,34.0,676.3,339.6,16.2
2021-04-23 20:35:00,83.7,22.4,34.0,687.4,353.9,15.4
2021-04-23 20:40:00,83.8,22.5,34.2,699.9,369.1,14.9
2021-04-23 20:45:00,83.9,22.5,35.2,753.8,400.2,14.9
2021-04-23 20:50:00,83.9,22.6,35.7,827.7,392.3,14.1
2021-04-23 20:55:00,83.8,22.7,35.2,846.5,381.4,13.2
2021-04-23 21:00:00,83.7,22.7,34.7,855.0,384.3,11.9
2021-04-23 21:05:00,83.9,22.8,34.4,873.2,382.9,10.0
2021-04-23 21:10:00,84.0,22.8,34.0,840.1,420.4,8.9
2021-04-23 21:15:00,83.9,22.8,33.6,804.8,447.6,8.2
2021-04-23 21:20:00,83.9,22.8,33.4,762.6,485.9,7.3
2021-04-23 21:25:00,83.9,22.8,33.2,747.8,512.9,6.2
2021-04-23 21:30:00,82.9,22.7,32.5,713.6,669.1,5.5
2021-04-23 21:35:00,83.0,22.7,32.3,689.1,694.1,5.3
2021-04-23 21:40:00,83.8,22.9,32.3,688.3,590.9,4.5
2021-04-23 21:45:00,84.0,22.8,32.2,700.6,511.7,4.7
2021-04-23 21:50:00,84.1,22.8,31.8,701.4,468.8,4.3
2021-04-23 21:55:00,85.0,22.7,31.8,683.0,438.9,3.9
2021-04-23 22:00:00,85.0,22.7,31.7,671.8,419.2,4.2
2021-04-23 22:05:00,85.0,22.7,31.7,665.4,398.9,3.9
2021-04-23 22:10:00,85.4,22.7,31.5,657.9,376.9,3.7
2021-04-23 22:15:00,86.0,22.6,31.3,614.9,349.7,3.7
2021-04-23 22:20:00,86.5,22.6,31.1,601.4,324.1,3.9
2021-04-23 22:25:00,87.0,22.5,31.0,583.1,298.6,3.6
2021-04-23 22:30:00,87.6,22.5,30.8,572.9,273.3,3.8
2021-04-23 22:35:00,88.0,22.4,30.8,562.8,252.3,3.8
2021-04-23 22:40:00,88.0,22.5,30.6,558.7,234.3,3.7
2021-04-23 22:45:00,88.1,22.4,30.6,562.0,218.6,3.9
2021-04-23 22:50:00,88.5,22.4,30.5,561.5,208.6,3.7
2021-04-23 22:55:00,89.0,22.4,30.5,559.2,197.1,3.8
2021-04-23 23:00:00,89.0,22.3,30.3,550.0,180.6,3.9
2021-04-23 23:05:00,89.0,22.3,30.2,541.8,172.0,4.0
2021-04-23 23:10:00,89.3,22.2,30.1,540.1,163.9,3.9
2021-04-23 23:15:00,89.1,22.2,31.1,558.8,182.0,3.9
2021-04-23 23:20:00,88.0,22.2,31.7,614.8,205.3,3.6
2021-04-23 23:25:00,87.0,22.2,32.0,655.0,217.5,3.7
2021-04-23 23:30:00,87.0,22.2,32.1,683.3,220.4,3.5
2021-04-23 23:35:00,87.0,22.2,32.2,692.6,225.0,3.6
2021-04-23 23:40:00,87.0,22.2,32.3,696.2,229.6,3.3
2021-04-23 23:45:00,86.9,22.2,32.5,708.2,230.1,3.5
2021-04-23 23:50:00,86.8,22.2,32.5,708.8,234.2,3.4
2021-04-23 23:55:00,86.8,22.2,32.7,709.6,238.6,3.1
2021-04-24 00:00:00,86.9,22.2,32.9,714.2,239.1,3.2
2021-04-24 00:05:00,87.0,22.2,33.1,711.3,244.5,3.1
2021-04-24 00:10:00,86.7,22.3,33.4,720.1,250.2,2.9
2021-04-24 00:15:00,86.6,22.3,33.5,723.2,253.3,3.1
2021-04-24 00:20:00,86.7,22.2,33.5,720.9,254.9,3.1
2021-04-24 00:25:00,86.9,22.2,33.6,720.6,255.6,3.2
2021-04-24 00:30:00,86.9,22.2,33.7,720.6,254.8,3.0
2021-04-24 00:35:00,87.0,22.3,33.9,711.4,258.3,3.2
2021-04-24 00:40:00,86.7,22.3,34.1,718.9,270.8,3.1
2021-04-24 00:45:00,86.0,22.3,34.0,734.3,272.9,3.1
2021-04-24 00:50:00,86.0,22.2,33.9,740.7,270.7,3.2
2021-04-24 00:55:00,86.5,22.2,34.0,726.2,265.9,3.2
2021-04-24 01:00:00,86.5,22.2,34.0,727.7,266.1,3.2
2021-04-24 01:05:00,86.4,22.2,34.2,730.9,268.6,3.0
2021-04-24 01:10:00,87.0,22.2,34.4,724.0,268.9,3.0
2021-04-24 01:15:00,87.0,22.2,34.7,728.8,271.7,3.0
2021-04-24 01:20:00,87.0,22.2,34.9,727.0,270.6,3.1
2021-04-24 01:25:00,87.5,22.3,35.5,730.9,279.0,3.3
2021-04-24 01:30:00,87.7,22.3,35.9,746.7,285.6,3.1
2021-04-24 01:35:00,87.1,22.3,35.6,752.2,284.2,3.1
2021-04-24 01:40:00,87.0,22.3,35.3,754.6,281.9,3.2
2021-04-24 01:45:00,87.0,22.2,35.3,747.6,277.1,3.0
2021-04-24 01:50:00,87.0,22.3,35.6,753.8,282.7,3.1
2021-04-24 01:55:00,87.0,22.2,35.3,753.5,278.3,3.1
2021-04-24 02:00:00,87.0,22.2,35.1,741.6,278.2,3.0
2021-04-24 02:05:00,87.0,22.2,35.1,738.5,285.1,2.9
2021-04-24 02:10:00,86.4,22.2,35.0,742.8,309.5,3.2
2021-04-24 02:15:00,87.0,22.2,35.2,736.1,287.4,3.0
2021-04-24 02:20:00,87.0,22.2,35.3,732.9,287.8,3.0
